epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.6250453294120648,0.5867481717320336,False,0.6196638586673331,0.7166496190585588,17
2,0 days,0.6705205088258869,0.6468864000886657,False,0.6253678500652313,0.6498089553494203,17
3,0 days,0.6671910371935464,0.6726994104312662,False,0.6114695477992931,0.6119735625229383,17
4,0 days,0.6820013032436867,0.6954084342746886,False,0.6093641215182365,0.5877468987515099,17
5,0 days,0.6816412400892974,0.7199426193793165,False,0.5991550113292451,0.5545402892326053,17
6,0 days,0.685324549295329,0.7310861909477611,False,0.5867169683283948,0.531963234277148,17
7,0 days,0.6672510884120505,0.7559312399592271,False,0.6442355386754299,0.5043505224742387,17
8,0 days,0.700546928513102,0.770830983395576,False,0.6215543144560874,0.47501669510414724,17
9,0 days,0.7146666188127815,0.7927776274138771,False,0.6156990185697028,0.44770627845274774,17
10,0 days,0.7028829051144919,0.8138644750438845,False,0.6481555154983033,0.4124129140847608,17
11,0 days,0.7840527093347226,0.7412015702783703,False,0.46458922103047373,0.5364543218548896,17
12,0 days,0.8042695524999282,0.7866033630508273,False,0.4421149944265684,0.4565463907434126,17
13,0 days,0.8033861020851075,0.8107622684349,False,0.43417668441931406,0.405151489830802,17
14,0 days,0.8016531509287719,0.8321499261904702,False,0.4365121324857076,0.3715872965109201,17
15,0 days,0.809557221011896,0.8517008431223595,False,0.424565306554238,0.3323581597993894,17
16,0 days,0.8221704006263963,0.8670042277434044,False,0.4117509562522173,0.30433446386591395,17
17,0 days,0.8077916748840406,0.877718604025973,False,0.452559731900692,0.27883095879858905,17
18,0 days,0.8284346644036894,0.8942690373026765,False,0.4358654056986173,0.25128078687583466,17
19,0 days,0.8150895596146507,0.903297668190059,False,0.4539003853996595,0.23238665408190387,17
20,0 days,0.8084037986061162,0.916661329957494,False,0.4763306366900603,0.20575605460093835,17
